listing_id,date
44077,2019-09-30
44077,2019-10-18
44077,2019-11-11
44077,2019-11-16
44077,2019-11-20
44077,2019-11-25
44077,2019-12-07
44077,2019-12-11
44077,2020-01-12
44077,2020-01-29
44077,2020-02-08
44077,2020-02-17
44077,2020-02-25
44077,2020-03-06
44077,2022-02-26
44077,2022-03-15
44077,2022-03-19
44077,2022-03-22
44077,2022-03-29
44077,2022-04-03
44077,2022-04-16
44077,2022-04-20
44077,2022-04-27
44077,2022-05-01
44077,2022-05-12
44077,2022-05-30
44077,2022-06-04
44077,2022-06-13
44077,2022-06-19
44077,2022-06-23
44077,2022-06-29
44077,2022-07-04
44077,2022-07-07
44077,2022-07-14
44077,2022-07-22
44077,2022-07-25
44077,2022-08-01
44077,2022-08-06
44077,2022-08-13
44077,2022-08-17
44077,2022-08-23
44077,2022-08-28
44077,2022-09-01
44077,2022-09-04
44077,2022-09-09
44077,2022-09-13
44077,2022-09-23
44077,2022-09-26
44077,2022-09-29
44077,2022-10-17
44077,2022-10-25
44077,2022-10-29
44077,2022-11-11
44077,2022-11-16
44077,2023-01-23
44077,2023-01-29
44077,2023-02-07
44077,2023-02-10
44077,2023-02-13
44077,2023-02-16
44077,2023-02-22
44077,2023-03-05
44077,2023-03-12
44077,2023-03-16
44077,2023-03-19
44077,2023-03-23
44077,2023-03-27
44077,2023-03-30
44077,2023-04-05
44077,2023-04-08
44077,2023-04-13
44077,2023-04-16
44077,2023-04-21
44077,2023-04-25
44077,2023-04-27
44077,2023-05-01
44077,2023-05-05
44077,2023-05-09
44077,2023-05-15
44077,2023-05-18
44077,2023-05-22
44077,2023-05-31
44077,2023-06-12
44077,2023-06-18
44077,2023-06-25
44077,2023-06-27
44077,2023-06-30
44077,2023-07-03
44077,2023-07-09
44077,2023-07-11
44077,2023-07-18
44077,2023-07-21
44077,2023-07-23
44077,2023-07-26
44077,2023-07-31
44077,2023-08-04
44077,2023-08-14
44077,2023-08-21
44077,2023-08-26
44077,2023-08-29
44077,2023-09-01
44077,2023-09-08
44077,2023-09-12
44077,2023-09-20
44077,2023-09-28
44077,2023-10-01
44077,2023-10-08
44077,2023-10-14
44077,2023-11-04
44077,2023-11-20
44077,2023-11-26
44077,2024-02-08
44077,2024-02-25
44077,2024-03-04
44077,2024-03-18
44077,2024-04-09
44077,2024-04-17
44077,2024-04-21
44077,2024-04-25
44077,2024-04-28
44077,2024-05-02
44077,2024-05-05
44077,2024-05-16
44077,2024-05-20
44077,2024-05-23
44077,2024-05-26
44077,2024-05-29
44077,2024-06-03
44077,2024-06-08
44077,2024-06-12
44077,2024-06-24
44077,2024-07-01
44077,2024-07-03
44077,2024-07-06
44077,2024-07-13
44077,2024-07-18
44077,2024-07-31
44077,2024-08-04
44077,2024-08-08
44077,2024-08-15
44077,2024-08-18
44077,2024-08-27
44077,2024-08-31
44077,2024-09-04
44077,2024-09-08
44077,2024-09-15
44077,2024-09-21
44077,2024-09-25
44077,2024-10-25
44077,2024-11-01
44077,2024-11-09
44077,2024-11-19
44077,2024-11-24
44077,2025-02-25
44077,2025-03-10
44077,2025-03-17
44077,2025-03-20
44077,2025-03-30
44077,2025-04-10
44077,2025-04-14
44077,2025-04-22
44077,2025-04-25
44077,2025-05-02
44077,2025-05-07
44077,2025-05-11
44077,2025-05-18
44077,2025-05-21
44077,2025-05-29
44077,2025-06-01
85156,2011-05-24
85156,2011-05-27
85156,2011-05-31
85156,2011-06-11
85156,2011-06-22
85156,2011-07-30
85156,2011-08-12
85156,2011-09-15
85156,2011-09-21
85156,2011-11-01
85156,2011-11-05
85156,2011-12-23
85156,2012-02-13
85156,2012-03-21
85156,2012-04-05
85156,2012-05-04
85156,2012-05-30
85156,2012-09-03
85156,2012-09-07
85156,2012-09-11
85156,2012-10-18
85156,2012-10-22
85156,2012-12-19
85156,2013-05-21
85156,2013-05-26
85156,2013-07-14
85156,2013-08-28
85156,2013-09-23
85156,2013-10-08
85156,2013-10-23
85156,2014-03-05
85156,2014-03-09
85156,2014-03-31
85156,2014-04-12
85156,2014-05-03
85156,2014-05-10
85156,2014-05-27
85156,2014-06-09
85156,2014-07-11
85156,2014-07-15
85156,2014-07-23
85156,2014-08-04
85156,2014-09-30
85156,2014-11-24
85156,2015-01-27
85156,2015-03-13
85156,2015-03-30
85156,2015-04-06
85156,2015-04-21
85156,2015-04-25
85156,2015-04-28
85156,2015-05-05
85156,2015-05-10
85156,2015-05-14
85156,2015-05-22
85156,2015-06-10
85156,2015-06-30
85156,2015-07-03
85156,2015-08-09
85156,2015-08-25
85156,2016-01-28
85156,2016-02-09
85156,2016-02-18
85156,2016-02-21
85156,2016-03-02
85156,2016-03-08
85156,2016-03-13
85156,2016-03-17
85156,2016-03-22
85156,2016-03-27
85156,2016-04-06
85156,2016-05-07
85156,2016-05-11
85156,2016-05-16
85156,2016-05-23
85156,2016-06-10
85156,2016-06-16
85156,2016-06-26
85156,2016-07-14
85156,2016-07-18
85156,2016-07-29
85156,2016-08-02
85156,2016-08-09
85156,2016-08-18
85156,2016-08-30
85156,2017-01-07
85156,2017-02-27
85156,2017-03-06
85156,2017-03-10
85156,2017-03-19
85156,2017-03-31
85156,2017-04-04
85156,2017-04-17
85156,2017-05-02
85156,2017-05-20
85156,2017-05-24
85156,2017-06-16
85156,2017-07-21
85156,2017-08-29
85156,2017-10-24
85156,2018-03-13
85156,2018-03-20
85156,2018-04-02
85156,2018-04-29
85156,2018-05-20
85156,2018-05-25
85156,2018-06-07
85156,2018-06-11
85156,2018-06-28
85156,2018-07-13
85156,2018-07-16
85156,2018-07-23
85156,2018-07-27
85156,2018-08-03
85156,2018-08-07
85156,2018-08-12
85156,2018-09-01
85156,2018-09-04
85156,2018-09-09
85156,2018-09-16
85156,2018-09-23
85156,2018-10-07
85156,2018-10-21
85156,2018-10-28
85156,2018-11-11
85156,2018-11-18
85156,2018-11-25
85156,2019-01-27
85156,2019-02-05
85156,2019-02-19
85156,2019-02-24
85156,2019-03-02
85156,2019-03-08
85156,2019-03-13
85156,2019-03-19
85156,2019-04-01
85156,2019-04-04
85156,2019-04-08
85156,2019-04-11
85156,2019-04-20
85156,2019-04-29
85156,2019-05-06
85156,2019-05-13
85156,2019-05-19
85156,2019-05-22
85156,2019-06-05
85156,2019-06-15
85156,2019-06-18
85156,2019-06-29
85156,2019-07-08
85156,2019-07-11
85156,2019-07-17
85156,2019-07-24
85156,2019-07-30
85156,2019-08-02
85156,2019-08-05
85156,2019-08-12
85156,2019-08-15
85156,2019-08-27
85156,2019-09-04
85156,2019-09-09
85156,2019-09-12
85156,2019-09-21
85156,2019-10-07
85156,2019-10-10
85156,2019-10-14
85156,2019-10-19
85156,2019-11-03
85156,2019-11-07
85156,2019-11-11
85156,2019-11-26
85156,2019-12-03
85156,2019-12-11
85156,2020-01-12
85156,2020-01-17
85156,2020-01-26
85156,2020-02-03
85156,2020-02-06
85156,2020-02-09
85156,2020-02-25
85156,2020-03-01
85156,2020-03-09
85156,2022-02-28
85156,2022-03-10
85156,2022-03-16
85156,2022-03-28
85156,2022-03-31
85156,2022-04-03
85156,2022-04-28
85156,2022-05-02
85156,2022-05-08
85156,2022-05-15
85156,2022-05-19
85156,2022-05-26
85156,2022-06-02
85156,2022-06-06
85156,2022-06-15
85156,2022-06-30
85156,2022-07-04
85156,2022-07-07
85156,2022-07-13
85156,2022-07-21
85156,2022-07-24
85156,2022-07-27
85156,2022-08-03
85156,2022-08-10
85156,2022-08-23
85156,2022-08-29
85156,2022-09-02
85156,2022-09-06
85156,2022-09-11
85156,2022-09-14
85156,2022-09-19
85156,2022-09-29
85156,2022-10-03
85156,2022-10-08
85156,2022-10-11
85156,2022-10-15
85156,2022-10-18
85156,2022-10-23
85156,2022-10-29
85156,2022-11-06
85156,2022-11-23
85156,2022-11-27
85156,2022-12-03
85156,2022-12-08
85156,2022-12-12
85156,2023-01-23
85156,2023-02-06
85156,2023-02-15
85156,2023-02-18
85156,2023-02-24
85156,2023-02-28
85156,2023-03-04
85156,2023-03-11
85156,2023-03-14
85156,2023-03-25
85156,2023-03-28
85156,2023-04-02
85156,2023-04-07
85156,2023-04-14
85156,2023-04-17
85156,2023-04-21
85156,2023-04-29
85156,2023-05-04
85156,2023-05-08
85156,2023-05-13
85156,2023-05-16
85156,2023-05-31
85156,2023-06-11
85156,2023-06-15
85156,2023-06-23
85156,2023-06-25
85156,2023-07-01
85156,2023-07-04
85156,2023-07-10
85156,2023-07-19
85156,2023-07-24
85156,2023-07-26
85156,2023-07-31
85156,2023-08-03
85156,2023-08-06
85156,2023-08-10
85156,2023-08-17
85156,2023-08-20
85156,2023-08-24
85156,2023-09-06
85156,2023-09-10
85156,2023-09-14
85156,2023-09-19
85156,2023-09-24
85156,2023-09-27
85156,2023-10-04
85156,2023-10-09
85156,2023-10-12
85156,2023-10-15
85156,2023-10-18
85156,2023-10-22
85156,2023-10-27
85156,2023-11-01
85156,2023-11-05
85156,2023-11-13
85156,2023-11-17
85156,2023-11-23
85156,2023-11-27
85156,2024-01-18
85156,2024-02-05
85156,2024-02-25
85156,2024-03-04
85156,2024-03-08
85156,2024-03-14
85156,2024-03-18
85156,2024-03-25
85156,2024-04-11
85156,2024-04-14
85156,2024-04-23
85156,2024-04-30
85156,2024-05-06
85156,2024-05-16
85156,2024-05-27
85156,2024-06-01
85156,2024-06-08
85156,2024-06-11
85156,2024-06-17
85156,2024-06-25
85156,2024-06-30
85156,2024-07-11
85156,2024-07-16
85156,2024-07-18
85156,2024-07-23
85156,2024-08-04
85156,2024-08-11
85156,2024-08-14
85156,2024-08-18
85156,2024-08-23
85156,2024-08-27
85156,2024-09-18
85156,2024-09-24
85156,2024-09-28
85156,2024-10-14
85156,2024-10-20
85156,2024-10-29
85156,2024-11-03
85156,2024-11-11
85156,2024-11-16
85156,2024-11-25
85156,2025-02-14
85156,2025-02-25
85156,2025-03-10
85156,2025-03-16
85156,2025-03-22
85156,2025-03-25
85156,2025-03-31
85156,2025-04-08
85156,2025-04-12
85156,2025-04-17
85156,2025-04-23
85156,2025-05-05
85156,2025-05-12
85156,2025-05-18
85156,2025-05-22
85156,2025-05-28
85156,2025-06-01
159889,2012-03-20
159889,2012-03-29
159889,2012-07-20
159889,2013-01-02
159889,2013-03-14
159889,2013-03-19
159889,2013-05-12
159889,2013-05-14
159889,2013-05-30
159889,2013-06-03
159889,2013-06-11
159889,2013-07-28
159889,2013-08-07
159889,2013-08-13
159889,2013-08-20
159889,2013-08-26
159889,2013-08-29
159889,2013-09-01
159889,2013-09-28
159889,2013-11-19
159889,2013-11-26
159889,2013-12-09
159889,2013-12-27
159889,2014-01-05
159889,2014-02-11
159889,2014-03-07
159889,2014-03-11
159889,2014-03-29
159889,2014-04-03
159889,2014-04-10
159889,2014-04-17
159889,2014-04-22
159889,2014-04-26
159889,2014-05-16
159889,2014-05-20
159889,2014-05-27
159889,2014-06-23
159889,2014-06-30
159889,2014-07-14
159889,2014-08-05
159889,2014-08-11
159889,2014-08-28
159889,2014-09-12
159889,2014-09-30
159889,2014-10-19
159889,2014-10-28
159889,2014-11-05
159889,2014-11-11
159889,2014-11-30
159889,2014-12-23
159889,2015-01-13
159889,2015-02-07
159889,2015-02-19
159889,2015-02-23
159889,2015-03-11
159889,2015-03-19
159889,2015-03-24
159889,2015-04-26
159889,2015-05-25
159889,2015-06-04
159889,2015-06-14
159889,2015-06-20
159889,2015-06-24
159889,2015-07-02
159889,2015-07-09
159889,2015-07-14
159889,2015-08-15
159889,2015-08-20
159889,2015-09-12
159889,2015-09-15
159889,2015-09-17
159889,2015-09-22
159889,2015-09-25
159889,2015-09-28
159889,2015-10-03
159889,2015-10-05
159889,2015-10-12
159889,2015-11-01
159889,2015-11-03
159889,2015-11-12
159889,2015-11-17
159889,2015-11-23
159889,2015-12-08
159889,2015-12-21
159889,2016-01-06
159889,2016-01-16
159889,2016-02-05
159889,2016-02-09
159889,2016-03-15
159889,2016-03-19
159889,2016-03-22
159889,2016-03-30
159889,2016-04-01
159889,2016-04-11
159889,2016-04-18
159889,2016-04-23
159889,2016-04-25
159889,2016-04-30
159889,2016-05-03
159889,2016-05-07
159889,2016-05-09
159889,2016-05-15
159889,2016-05-27
159889,2016-05-30
159889,2016-06-04
159889,2016-06-06
159889,2016-06-13
159889,2016-06-15
159889,2016-06-18
159889,2016-06-21
159889,2016-06-29
159889,2016-07-06
159889,2016-07-10
159889,2016-07-14
159889,2016-07-18
159889,2016-07-20
159889,2016-08-01
159889,2016-08-08
159889,2016-08-15
159889,2016-08-18
159889,2016-08-23
159889,2016-08-26
159889,2016-08-29
159889,2016-09-01
159889,2016-09-04
159889,2016-09-06
159889,2016-09-08
159889,2016-09-18
159889,2016-09-28
159889,2016-10-06
159889,2016-10-08
159889,2016-10-15
159889,2016-10-16
159889,2016-11-11
159889,2016-11-13
159889,2016-11-28
159889,2016-12-05
159889,2016-12-11
159889,2016-12-17
159889,2017-01-01
159889,2017-01-06
159889,2017-01-29
159889,2017-02-20
159889,2017-03-20
159889,2017-04-05
159889,2017-04-11
159889,2017-04-18
159889,2017-04-20
159889,2017-04-28
159889,2017-04-30
159889,2017-05-17
159889,2017-05-21
159889,2017-05-24
159889,2017-05-27
159889,2017-05-29
159889,2017-06-04
159889,2017-06-07
159889,2017-06-11
159889,2017-06-19
159889,2017-06-22
159889,2017-06-25
159889,2017-06-29
159889,2017-07-07
159889,2017-07-09
159889,2017-07-11
159889,2017-07-13
159889,2017-07-18
159889,2017-07-25
159889,2017-07-27
159889,2017-08-07
159889,2017-08-12
159889,2017-08-20
159889,2017-08-30
159889,2017-09-04
159889,2017-09-09
159889,2017-09-23
159889,2017-09-27
159889,2017-10-01
159889,2017-10-03
159889,2017-10-10
159889,2017-10-15
159889,2017-10-18
159889,2017-10-20
159889,2017-10-22
159889,2017-10-24
159889,2017-10-26
159889,2017-11-03
159889,2017-11-06
159889,2017-11-11
159889,2017-11-14
159889,2017-11-21
159889,2017-11-26
159889,2017-12-08
159889,2017-12-10
159889,2017-12-17
159889,2018-01-02
159889,2018-03-09
159889,2018-03-12
159889,2018-03-23
159889,2018-04-07
159889,2018-04-11
159889,2018-04-15
159889,2018-04-17
159889,2018-04-23
159889,2018-04-29
159889,2018-05-04
159889,2018-05-16
159889,2018-05-23
159889,2018-05-28
159889,2018-05-31
159889,2018-06-03
159889,2018-06-07
159889,2018-06-10
159889,2018-06-15
159889,2018-06-17
159889,2018-06-27
159889,2018-07-05
159889,2018-07-09
159889,2018-07-13
159889,2018-07-16
159889,2018-07-21
159889,2018-07-24
159889,2018-07-29
159889,2018-08-05
159889,2018-08-09
159889,2018-08-11
159889,2018-08-17
159889,2018-08-20
159889,2018-08-24
159889,2018-08-26
159889,2018-08-28
159889,2018-09-18
159889,2018-09-21
159889,2018-09-29
159889,2018-10-01
159889,2018-10-05
159889,2018-10-08
159889,2018-10-12
159889,2018-10-15
159889,2018-10-19
159889,2018-11-02
159889,2018-11-05
159889,2018-11-11
159889,2018-11-19
159889,2018-11-27
159889,2018-12-04
159889,2019-01-01
159889,2019-01-06
159889,2019-02-01
159889,2019-02-03
159889,2019-02-26
159889,2019-03-09
159889,2019-03-11
159889,2019-03-15
159889,2019-03-18
159889,2019-03-24
159889,2019-04-07
159889,2019-04-14
159889,2019-04-28
159889,2019-05-12
159889,2019-05-17
159889,2019-05-20
159889,2019-05-23
159889,2019-05-25
159889,2019-05-27
159889,2019-05-29
159889,2019-05-31
159889,2019-06-02
159889,2019-06-05
159889,2019-06-10
159889,2019-06-15
159889,2019-06-16
159889,2019-06-21
159889,2019-06-22
159889,2019-06-25
159889,2019-06-29
159889,2019-06-30
159889,2019-07-03
159889,2019-07-04
159889,2019-07-09
159889,2019-07-10
159889,2019-07-20
159889,2019-07-21
159889,2019-07-27
159889,2019-07-29
159889,2019-07-31
159889,2019-08-12
159889,2019-08-24
159889,2019-09-08
159889,2019-09-14
159889,2019-09-14
159889,2019-09-15
159889,2019-09-17
159889,2019-09-19
159889,2019-09-23
159889,2019-09-27
159889,2019-10-14
159889,2019-10-20
159889,2019-11-02
159889,2019-11-10
159889,2019-11-24
159889,2019-12-02
159889,2019-12-08
159889,2019-12-15
159889,2019-12-21
159889,2019-12-28
159889,2020-01-01
159889,2020-01-03
159889,2020-02-09
159889,2021-10-03
159889,2021-10-26
159889,2021-11-08
159889,2021-11-28
159889,2021-12-05
159889,2021-12-12
159889,2021-12-19
159889,2022-03-07
159889,2022-03-11
159889,2022-03-19
159889,2022-04-07
159889,2022-04-10
159889,2022-04-17
159889,2022-05-01
159889,2022-05-15
159889,2022-05-17
159889,2022-05-19
159889,2022-05-21
159889,2022-05-23
159889,2022-05-24
159889,2022-05-30
159889,2022-06-01
159889,2022-06-05
159889,2022-06-08
159889,2022-06-10
159889,2022-06-13
159889,2022-06-16
159889,2022-06-19
159889,2022-06-30
159889,2022-07-04
159889,2022-07-16
159889,2022-07-18
159889,2022-07-21
159889,2022-07-22
159889,2022-08-04
159889,2022-08-06
159889,2022-08-08
159889,2022-08-11
159889,2022-08-15
159889,2022-08-17
159889,2022-08-21
159889,2022-08-25
159889,2022-08-27
159889,2022-09-01
159889,2022-09-15
159889,2022-09-16
159889,2022-09-18
159889,2022-09-21
159889,2022-10-09
159889,2022-10-17
159889,2022-10-23
159889,2022-11-06
159889,2022-11-17
159889,2022-11-19
159889,2022-11-21
159889,2022-11-23
159889,2022-12-04
159889,2022-12-18
159889,2023-01-16
159889,2023-01-24
159889,2023-01-30
159889,2023-02-15
159889,2023-02-19
159889,2023-03-11
159889,2023-03-24
159889,2023-03-31
159889,2023-04-03
159889,2023-04-13
159889,2023-04-17
159889,2023-04-26
159889,2023-05-02
159889,2023-05-13
159889,2023-05-18
159889,2023-05-21
159889,2023-05-25
159889,2023-05-27
159889,2023-05-30
159889,2023-06-02
159889,2023-06-09
159889,2023-06-11
159889,2023-06-16
159889,2023-06-24
159889,2023-07-09
159889,2023-07-12
159889,2023-07-19
159889,2023-07-23
159889,2023-08-03
159889,2023-08-06
159889,2023-08-12
159889,2023-08-16
159889,2023-08-20
159889,2023-08-25
159889,2023-08-27
159889,2023-09-02
159889,2023-09-08
159889,2023-09-16
159889,2023-09-18
159889,2023-09-30
159889,2023-10-02
159889,2023-10-10
159889,2023-10-25
159889,2023-11-01
159889,2023-11-25
159889,2023-12-02
159889,2023-12-05
159889,2023-12-13
159889,2024-02-23
159889,2024-02-25
159889,2024-03-04
159889,2024-03-11
159889,2024-03-17
159889,2024-03-20
159889,2024-04-16
159889,2024-04-20
159889,2024-04-23
159889,2024-05-03
159889,2024-05-09
159889,2024-05-11
159889,2024-05-14
159889,2024-05-22
159889,2024-05-24
159889,2024-05-27
159889,2024-05-30
159889,2024-06-12
159889,2024-06-16
159889,2024-06-22
159889,2024-07-02
159889,2024-07-07
159889,2024-07-25
159889,2024-07-30
159889,2024-08-10
159889,2024-08-18
159889,2024-08-23
159889,2024-08-30
159889,2024-09-01
159889,2024-09-30
159889,2025-01-19
159889,2025-01-24
159889,2025-03-04
159889,2025-04-25
159889,2025-06-10
162809,2015-06-01
162809,2015-06-09
162809,2015-06-12
162809,2015-06-20
162809,2015-06-22
162809,2015-06-26
162809,2015-06-27
162809,2015-06-28
162809,2015-06-29
162809,2015-07-03
162809,2015-07-09
162809,2015-07-10
162809,2015-07-11
162809,2015-07-12
162809,2015-07-15
162809,2015-07-16
162809,2015-07-18
162809,2015-07-20
162809,2015-07-24
162809,2015-07-25
162809,2015-07-26
162809,2015-07-27
162809,2015-07-29
162809,2015-08-07
162809,2015-08-08
162809,2015-08-16
162809,2015-08-18
162809,2015-08-28
162809,2015-09-01
162809,2015-09-03
162809,2015-09-04
162809,2015-09-13
162809,2015-09-16
162809,2015-09-23
162809,2015-09-28
162809,2015-10-06
162809,2015-10-10
162809,2015-10-16
162809,2015-10-17
162809,2015-10-24
162809,2015-10-26
162809,2015-10-30
162809,2015-10-31
162809,2015-11-03
162809,2015-11-08
162809,2015-11-10
162809,2015-11-11
162809,2015-11-15
162809,2015-11-16
162809,2015-11-19
162809,2015-11-23
162809,2015-12-05
162809,2015-12-06
162809,2015-12-07
162809,2015-12-14
162809,2015-12-19
162809,2015-12-30
162809,2016-01-01
162809,2016-01-02
162809,2016-01-07
162809,2016-01-24
162809,2016-02-08
162809,2016-02-28
162809,2016-03-08
162809,2016-03-15
162809,2016-03-27
162809,2016-03-29
162809,2016-03-30
162809,2016-04-11
162809,2016-04-19
162809,2016-04-27
162809,2016-05-02
162809,2016-05-07
162809,2016-05-11
162809,2016-05-20
162809,2016-06-02
162809,2016-06-06
162809,2016-06-08
162809,2016-06-11
162809,2016-06-18
162809,2016-06-20
162809,2016-06-28
162809,2016-07-02
162809,2016-07-16
162809,2016-07-23
162809,2016-07-24
162809,2016-07-29
162809,2016-08-01
162809,2016-08-07
162809,2016-08-11
162809,2016-08-16
162809,2016-08-26
162809,2016-08-26
162809,2016-08-29
162809,2016-09-06
162809,2016-09-14
162809,2016-09-25
162809,2016-09-26
162809,2016-10-02
162809,2016-10-10
162809,2016-10-23
162809,2016-10-26
162809,2016-11-10
162809,2016-11-13
162809,2016-12-04
162809,2017-01-11
162809,2017-02-25
162809,2017-03-18
162809,2017-04-03
162809,2017-04-09
162809,2017-04-13
162809,2017-04-15
162809,2017-04-21
162809,2017-04-23
162809,2017-05-01
162809,2017-05-22
162809,2017-05-27
162809,2017-06-04
162809,2017-06-23
162809,2017-06-30
162809,2017-07-16
162809,2017-07-19
162809,2017-07-22
162809,2017-07-23
162809,2017-07-31
162809,2017-08-03
162809,2017-08-06
162809,2017-09-07
162809,2017-09-10
162809,2017-09-17
162809,2017-09-23
162809,2017-10-06
162809,2017-10-08
162809,2017-10-14
162809,2017-10-18
162809,2017-10-22
162809,2017-10-30
162809,2017-11-11
162809,2017-11-16
162809,2017-11-19
162809,2017-11-26
162809,2017-12-16
162809,2017-12-24
162809,2018-01-03
162809,2018-01-21
162809,2018-02-13
162809,2018-02-14
162809,2018-02-19
162809,2018-03-11
162809,2018-03-19
162809,2018-04-01
162809,2018-04-05
162809,2018-04-14
162809,2018-04-17
162809,2018-04-22
162809,2018-04-25
162809,2018-05-12
162809,2018-05-13
162809,2018-05-16
162809,2018-05-19
162809,2018-05-27
162809,2018-05-28
162809,2018-05-29
162809,2018-06-03
162809,2018-06-12
162809,2018-06-13
162809,2018-06-17
162809,2018-06-21
162809,2018-06-23
162809,2018-06-25
162809,2018-07-01
162809,2018-07-04
162809,2018-07-06
162809,2018-07-14
162809,2018-07-18
162809,2018-07-20
162809,2018-07-25
162809,2018-07-29
162809,2018-08-05
162809,2018-08-11
162809,2018-08-12
162809,2018-08-18
162809,2018-08-19
162809,2018-08-21
162809,2018-08-26
162809,2018-08-27
162809,2018-09-09
162809,2018-09-23
162809,2018-09-25
162809,2018-10-05
162809,2018-10-13
162809,2018-10-14
162809,2018-10-19
162809,2018-10-21
162809,2018-10-26
162809,2018-10-28
162809,2018-10-29
162809,2018-10-31
162809,2018-11-05
162809,2018-11-11
162809,2018-11-17
162809,2018-11-18
162809,2018-12-03
162809,2018-12-10
162809,2019-01-27
162809,2019-02-01
162809,2019-02-03
162809,2019-02-19
162809,2019-02-24
162809,2019-02-25
162809,2019-03-03
162809,2019-03-17
162809,2019-03-19
162809,2019-03-22
162809,2019-03-24
162809,2019-03-31
162809,2019-04-06
162809,2019-04-07
162809,2019-04-09
162809,2019-04-14
162809,2019-04-20
162809,2019-04-23
162809,2019-04-26
162809,2019-05-04
162809,2019-05-05
